execution_run_id,depth,budget,method_a,method_b,metric,n_graphs,difference,mean_difference,ci_low,ci_high,smaller_is_better,interval
study-cc25ae93d418f22101d4,1,32768,uniform_iso,spsa,optimization_jobs,24,a_minus_b,-6.333333333333333,-6.75,-5.833333333333333,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_iso,objective,24,a_minus_b,0.09834674058518388,0.08757515592686081,0.10896545843706958,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_iso,expected_ratio,24,a_minus_b,-0.12161737078600388,-0.13403921835156166,-0.10900851049126922,False,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_iso,signed_reference_gap,24,a_minus_b,0.09834674058518385,0.0875751559268608,0.10896545843706955,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_iso,success_fraction,24,a_minus_b,-0.875,-0.9444444444444445,-0.7916666666666666,False,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_iso,capped_target_shots,24,a_minus_b,30360.888888888887,28604.44444444445,31889.77777777778,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_iso,optimization_shots,24,a_minus_b,-135.11111111111086,-284.4444444444442,-14.22222222222202,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_iso,optimization_calls,24,a_minus_b,-1.1111111111111114,-2.5555555555555554,0.22222222222222218,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_iso,optimization_jobs,24,a_minus_b,-0.40277777777777773,-0.9447916666666663,0.11111111111111116,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_shape,objective,24,a_minus_b,0.09834674058518388,0.08757515592686081,0.10896545843706958,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_shape,expected_ratio,24,a_minus_b,-0.12161737078600388,-0.13403921835156166,-0.10900851049126922,False,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_shape,signed_reference_gap,24,a_minus_b,0.09834674058518385,0.0875751559268608,0.10896545843706955,True,unadjusted 95 percent paired graph percentile bootstrap
