execution_run_id,depth,budget,method,n_graphs,n_runs,resampling_unit,objective_mean,objective_ci_low,objective_ci_high,expected_ratio_mean,expected_ratio_ci_low,expected_ratio_ci_high,signed_reference_gap_mean,signed_reference_gap_ci_low,signed_reference_gap_ci_high,success_fraction_mean,success_fraction_ci_low,success_fraction_ci_high,capped_target_shots_mean,capped_target_shots_ci_low,capped_target_shots_ci_high,optimization_shots_mean,optimization_shots_ci_low,optimization_shots_ci_high,optimization_calls_mean,optimization_calls_ci_low,optimization_calls_ci_high,optimization_jobs_mean,optimization_jobs_ci_low,optimization_jobs_ci_high,validation_shots_mean,validation_shots_ci_low,validation_shots_ci_high,validation_calls_mean,validation_calls_ci_low,validation_calls_ci_high,validation_jobs_mean,validation_jobs_ci_low,validation_jobs_ci_high,total_shots_mean,total_shots_ci_low,total_shots_ci_high,total_calls_mean,total_calls_ci_low,total_calls_ci_high,total_jobs_mean,total_jobs_ci_low,total_jobs_ci_high,optimization_seconds_mean,optimization_seconds_ci_low,optimization_seconds_ci_high
study-cc25ae93d418f22101d4,1,131072,gw_iso,24,72,graph mean over shot repetitions,-0.6380974066378468,-0.6485069925794632,-0.6271644789145628,0.7941867093504967,0.7785717632362948,0.8104099369817547,0.002935996960945842,0.001565543008782023,0.004505029577035701,1.0,1.0,1.0,0.0,0.0,0.0,131072.0,131072.0,131072.0,62.0,62.0,62.0,27.0,27.0,27.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,147456.0,147456.0,147456.0,63.0,63.0,63.0,28.0,28.0,28.0,0.015329170666720732,0.012867159888543573,0.017784791618896633
study-cc25ae93d418f22101d4,1,131072,gw_shape,24,72,graph mean over shot repetitions,-0.6380974066378468,-0.6485069925794632,-0.6271644789145628,0.7941867093504967,0.7785717632362948,0.8104099369817547,0.002935996960945842,0.001565543008782023,0.004505029577035701,1.0,1.0,1.0,0.0,0.0,0.0,131072.0,131072.0,131072.0,62.0,62.0,62.0,27.0,27.0,27.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,147456.0,147456.0,147456.0,63.0,63.0,63.0,28.0,28.0,28.0,0.015338679986143688,0.012875030900701745,0.017794629319472698
study-cc25ae93d418f22101d4,1,131072,local_iso,24,72,graph mean over shot repetitions,-0.6370458719993723,-0.649149812832893,-0.6242615247285122,0.792473227496434,0.7778491267492542,0.8073637249371961,0.0039875315994204324,0.001957012340054568,0.0063788718474868875,1.0,1.0,1.0,0.0,0.0,0.0,131072.0,131072.0,131072.0,62.0,62.0,62.0,27.0,27.0,27.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,147456.0,147456.0,147456.0,63.0,63.0,63.0,28.0,28.0,28.0,0.015386348930557384,0.01294935726426824,0.01780649335833036
study-cc25ae93d418f22101d4,1,131072,no_repair,24,72,graph mean over shot repetitions,-0.6401627581211212,-0.6509128277957774,-0.628934895390453,0.7966614481105839,0.7813012968574496,0.8123268181124712,0.0008706454776714981,0.0003324330183883687,0.0015643921027967418,1.0,1.0,1.0,0.0,0.0,0.0,131072.0,131072.0,131072.0,62.0,62.0,62.0,27.0,27.0,27.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,147456.0,147456.0,147456.0,63.0,63.0,63.0,28.0,28.0,28.0,0.015049866333318581,0.012628729319806414,0.017446118781865354
study-cc25ae93d418f22101d4,1,131072,random_iso,24,72,graph mean over shot repetitions,-0.5570280404253827,-0.571464669895282,-0.5424858650911875,0.6932998829822514,0.6737553898051585,0.713771596014817,0.08400536317341005,0.07388826914449016,0.09474432088172795,0.19444444444444442,0.1111111111111111,0.27777777777777773,114848.0,105642.57777777778,123054.31111111112,131050.66666666667,131018.66666666667,131072.0,62.47222222222223,62.0,63.180555555555564,27.194444444444443,27.0,27.48611111111111,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,147434.66666666666,147402.66666666666,147456.0,63.47222222222223,63.0,64.18055555555556,28.194444444444443,28.0,28.48611111111111,0.015340244888951323,0.012936573364935257,0.01772409785009851
study-cc25ae93d418f22101d4,1,131072,shuffled_gw,24,72,graph mean over shot repetitions,-0.6321609124564399,-0.6461992415692057,-0.6162581786283605,0.7870256038143131,0.7630954846658129,0.807280908648578,0.008872491142352853,0.0020747491074127452,0.021339557773588293,0.9583333333333334,0.875,1.0,5461.333333333333,0.0,16384.0,131072.0,131072.0,131072.0,62.0,62.0,62.0,27.0,27.0,27.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,147456.0,147456.0,147456.0,63.0,63.0,63.0,28.0,28.0,28.0,0.015379876263914918,0.012934692474461447,0.01780282466048643
study-cc25ae93d418f22101d4,1,131072,spsa,24,72,graph mean over shot repetitions,-0.6407969341354804,-0.651325486796636,-0.6299310124073034,0.7975120655894447,0.7820600618353961,0.8133300839681656,0.00023646946331228665,8.358012758045837e-05,0.0004258646233730488,1.0,1.0,1.0,0.0,0.0,0.0,129024.0,129024.0,129024.0,126.0,126.0,126.0,84.0,84.0,84.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,145408.0,145408.0,145408.0,127.0,127.0,127.0,85.0,85.0,85.0,0.028878045236069738,0.023943036196141382,0.03378239158400807
study-cc25ae93d418f22101d4,1,131072,uniform_iso,24,72,graph mean over shot repetitions,-0.6362336329891747,-0.6485015802392501,-0.6233638172213267,0.7914040182225061,0.7772002773014869,0.8059542403453906,0.00479977060961798,0.0027387902512611417,0.007123108839769609,1.0,1.0,1.0,0.0,0.0,0.0,131072.0,131072.0,131072.0,62.0,62.0,62.0,27.0,27.0,27.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,147456.0,147456.0,147456.0,63.0,63.0,63.0,28.0,28.0,28.0,0.015478467583420752,0.013007510809812097,0.017940782397662423
study-cc25ae93d418f22101d4,2,32768,bad_prior,24,72,graph mean over shot repetitions,-0.5195570902958672,-0.5396602078178793,-0.5028026375483144,0.6482856235791958,0.619162892400537,0.6791761905211423,0.17941075525349878,0.15474735314555269,0.20287050871306564,0.0,0.0,0.0,32768.0,32768.0,32768.0,30762.666666666668,30720.0,30848.0,36.333333333333336,36.0,37.0,12.083333333333334,12.0,12.25,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47146.666666666664,47104.0,47232.0,37.333333333333336,37.0,38.0,13.083333333333334,13.0,13.25,0.015119741819464455,0.012461631558064961,0.017740460945810495
study-cc25ae93d418f22101d4,2,32768,cobyla,24,72,graph mean over shot repetitions,-0.6956214907317889,-0.7103706386926624,-0.6807338021474418,0.8647913244152784,0.8523948932171349,0.877416262372635,0.0033463548175770032,0.0024956322793898388,0.004270512691883487,1.0,1.0,1.0,0.0,0.0,0.0,23281.777777777777,22869.333333333332,23694.22222222222,22.73611111111111,22.333333333333332,23.138888888888886,22.73611111111111,22.333333333333332,23.138888888888886,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,39665.77777777778,39253.333333333336,40078.22222222222,23.73611111111111,23.333333333333332,24.138888888888886,23.73611111111111,23.333333333333332,24.138888888888886,0.017286995416586452,0.015552108586329737,0.019013741316268172
study-cc25ae93d418f22101d4,2,32768,descriptor_iso,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,30720.0,30720.0,30720.0,36.0,36.0,36.0,12.0,12.0,12.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,37.0,37.0,37.0,13.0,13.0,13.0,0.015225310138905317,0.012517010938622597,0.01791074800207468
study-cc25ae93d418f22101d4,2,32768,descriptor_shape,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,30720.0,30720.0,30720.0,36.0,36.0,36.0,12.0,12.0,12.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,37.0,37.0,37.0,13.0,13.0,13.0,0.015264758097158748,0.012529302469029504,0.01797370680267281
study-cc25ae93d418f22101d4,2,32768,fixed_radius,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,31509.333333333332,31210.666666666668,31808.0,45.25,41.75,48.75,15.083333333333334,13.916666666666666,16.25,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47893.333333333336,47594.666666666664,48192.0,46.25,42.75,49.75,16.083333333333332,14.916666666666666,17.25,0.01866272280556637,0.015369876711896623,0.022091660547611504
study-cc25ae93d418f22101d4,2,32768,fixed_shots,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,1280.0,1280.0,1280.0,5.0,5.0,5.0,1.0,1.0,1.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,17664.0,17664.0,17664.0,6.0,6.0,6.0,2.0,2.0,2.0,0.0022183923333866716,0.001847802415697212,0.002587441359416213
study-cc25ae93d418f22101d4,2,32768,gw_iso,24,72,graph mean over shot repetitions,-0.6899951068820066,-0.7045791883231208,-0.6745552210405338,0.8578672673011982,0.8441177957737737,0.872142923954865,0.00897273866735939,0.005344269401341935,0.013275344273512096,0.9166666666666666,0.7916666666666666,1.0,2730.6666666666665,0.0,6826.666666666667,30720.0,30720.0,30720.0,36.0,36.0,36.0,12.0,12.0,12.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,37.0,37.0,37.0,13.0,13.0,13.0,0.015208615111191648,0.012472304631610757,0.017932785676084802
study-cc25ae93d418f22101d4,2,32768,gw_shape,24,72,graph mean over shot repetitions,-0.6899951068820066,-0.7045791883231208,-0.6745552210405338,0.8578672673011982,0.8441177957737737,0.872142923954865,0.00897273866735939,0.005344269401341935,0.013275344273512096,0.9166666666666666,0.7916666666666666,1.0,2730.6666666666665,0.0,6826.666666666667,30720.0,30720.0,30720.0,36.0,36.0,36.0,12.0,12.0,12.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,37.0,37.0,37.0,13.0,13.0,13.0,0.015164261027747572,0.012451189978157928,0.01785866488640345
study-cc25ae93d418f22101d4,2,32768,local_iso,24,72,graph mean over shot repetitions,-0.6843094616673762,-0.7023275886214664,-0.6654036433061874,0.8500424047095168,0.8366769178102229,0.8642736463225528,0.01465838388198972,0.009637086526195538,0.02055258192005187,0.8333333333333334,0.6666666666666666,0.9583333333333334,5461.333333333333,1365.3333333333333,10922.666666666666,30720.0,30720.0,30720.0,36.0,36.0,36.0,12.0,12.0,12.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,37.0,37.0,37.0,13.0,13.0,13.0,0.015194878458285327,0.012475411081562192,0.01789752161037528
study-cc25ae93d418f22101d4,2,32768,no_repair,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,30720.0,30720.0,30720.0,36.0,36.0,36.0,12.0,12.0,12.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,37.0,37.0,37.0,13.0,13.0,13.0,0.015022043930596536,0.012287723296660145,0.017741848392105276
