execution_run_id,depth,budget,method,n_graphs,n_runs,resampling_unit,objective_mean,objective_ci_low,objective_ci_high,expected_ratio_mean,expected_ratio_ci_low,expected_ratio_ci_high,signed_reference_gap_mean,signed_reference_gap_ci_low,signed_reference_gap_ci_high,success_fraction_mean,success_fraction_ci_low,success_fraction_ci_high,capped_target_shots_mean,capped_target_shots_ci_low,capped_target_shots_ci_high,optimization_shots_mean,optimization_shots_ci_low,optimization_shots_ci_high,optimization_calls_mean,optimization_calls_ci_low,optimization_calls_ci_high,optimization_jobs_mean,optimization_jobs_ci_low,optimization_jobs_ci_high,validation_shots_mean,validation_shots_ci_low,validation_shots_ci_high,validation_calls_mean,validation_calls_ci_low,validation_calls_ci_high,validation_jobs_mean,validation_jobs_ci_low,validation_jobs_ci_high,total_shots_mean,total_shots_ci_low,total_shots_ci_high,total_calls_mean,total_calls_ci_low,total_calls_ci_high,total_jobs_mean,total_jobs_ci_low,total_jobs_ci_high,optimization_seconds_mean,optimization_seconds_ci_low,optimization_seconds_ci_high
study-cc25ae93d418f22101d4,2,32768,random_iso,24,72,graph mean over shot repetitions,-0.537995622010774,-0.5611386100933629,-0.5167522401045386,0.6680053847404802,0.6467988393778958,0.6891500933040934,0.16097222353859192,0.1453190521333154,0.17632534013467618,0.0,0.0,0.0,32768.0,32768.0,32768.0,30784.0,30720.0,30848.0,36.5,36.0,37.0,12.125,12.0,12.25,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47168.0,47104.0,47232.0,37.5,37.0,38.0,13.125,13.0,13.25,0.015410459513923848,0.012625329422508,0.018152545737166605
study-cc25ae93d418f22101d4,2,32768,shuffled_gw,24,72,graph mean over shot repetitions,-0.678898694353998,-0.6989689337137159,-0.6573400612509849,0.8443467239387966,0.8180406086525407,0.8648834003539536,0.020069151195368076,0.00814518339517873,0.038494099323736104,0.75,0.5833333333333334,0.9166666666666666,8192.0,2730.6666666666665,13653.333333333334,30720.0,30720.0,30720.0,36.0,36.0,36.0,12.0,12.0,12.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,37.0,37.0,37.0,13.0,13.0,13.0,0.015176445694401589,0.012458888344063883,0.01786917118435175
study-cc25ae93d418f22101d4,2,32768,spsa,24,72,graph mean over shot repetitions,-0.6966660909550079,-0.7115539066298704,-0.6816163282721295,0.8660838397161449,0.8534641855468054,0.8789797152822443,0.002301754594358151,0.0014777206720896804,0.0033761041337403434,1.0,1.0,1.0,0.0,0.0,0.0,30720.0,30720.0,30720.0,30.0,30.0,30.0,20.0,20.0,20.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,31.0,31.0,31.0,21.0,21.0,21.0,0.01219278815275023,0.00992488459612749,0.014455755305894514
study-cc25ae93d418f22101d4,2,32768,uniform_iso,24,72,graph mean over shot repetitions,-0.6846767448497239,-0.7031026935069071,-0.6652989738626052,0.8503389158982347,0.8375187838137153,0.8633258088833075,0.014291100699642059,0.009314843284103664,0.02026072302962129,0.8333333333333334,0.6666666666666666,0.9583333333333334,5461.333333333333,1365.3333333333333,10922.666666666666,30720.0,30720.0,30720.0,36.0,36.0,36.0,12.0,12.0,12.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,47104.0,47104.0,47104.0,37.0,37.0,37.0,13.0,13.0,13.0,0.015411352374952813,0.012673295495418162,0.018131819246146895
study-cc25ae93d418f22101d4,2,131072,bad_prior,24,72,graph mean over shot repetitions,-0.529868975849948,-0.5503646522839919,-0.5114405455608642,0.660194653969329,0.6335027337352113,0.6885751533421036,0.169098869699418,0.14681045391963016,0.19035151753261936,0.0,0.0,0.0,131072.0,131072.0,131072.0,130432.0,130314.66666666667,130528.0,65.61111111111111,64.41666666666667,67.12569444444443,23.388888888888886,23.083333333333332,23.791666666666668,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146816.0,146698.66666666666,146912.0,66.61111111111111,65.41666666666667,68.12569444444443,24.388888888888886,24.083333333333332,24.791666666666668,0.027110572930572136,0.022282751606647683,0.0318283175353034
study-cc25ae93d418f22101d4,2,131072,cobyla,24,72,graph mean over shot repetitions,-0.6956214907317889,-0.7103706386926624,-0.6807338021474418,0.8647913244152784,0.8523948932171349,0.877416262372635,0.0033463548175770032,0.0024956322793898388,0.004270512691883487,1.0,1.0,1.0,0.0,0.0,0.0,23281.777777777777,22869.333333333332,23694.22222222222,22.73611111111111,22.333333333333332,23.138888888888886,22.73611111111111,22.333333333333332,23.138888888888886,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,39665.77777777778,39253.333333333336,40078.22222222222,23.73611111111111,23.333333333333332,24.138888888888886,23.73611111111111,23.333333333333332,24.138888888888886,0.017200749361146944,0.015472412835395884,0.018924099088900446
study-cc25ae93d418f22101d4,2,131072,descriptor_iso,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,130560.0,130560.0,130560.0,64.0,64.0,64.0,23.0,23.0,23.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146944.0,146944.0,146944.0,65.0,65.0,65.0,24.0,24.0,24.0,0.027298439736126865,0.022350506394484333,0.03230821617458857
study-cc25ae93d418f22101d4,2,131072,descriptor_shape,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,130560.0,130560.0,130560.0,64.0,64.0,64.0,23.0,23.0,23.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146944.0,146944.0,146944.0,65.0,65.0,65.0,24.0,24.0,24.0,0.026692775458236104,0.02187664235297891,0.03148939860824637
study-cc25ae93d418f22101d4,2,131072,fixed_radius,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,129312.0,129141.33333333333,129493.33333333333,156.65277777777777,133.8190972222222,179.31979166666667,53.22222222222222,46.01354166666667,60.37534722222222,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,145696.0,145525.33333333334,145877.33333333334,157.65277777777777,134.8190972222222,180.31979166666667,54.22222222222222,47.01354166666666,61.37534722222222,0.06504303591658653,0.050962208589132585,0.08030043785757734
study-cc25ae93d418f22101d4,2,131072,fixed_shots,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,66816.0,66816.0,66816.0,7.0,7.0,7.0,2.0,2.0,2.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,83200.0,83200.0,83200.0,8.0,8.0,8.0,3.0,3.0,3.0,0.00300393516662704,0.002477371549569322,0.003528896938174361
study-cc25ae93d418f22101d4,2,131072,gw_iso,24,72,graph mean over shot repetitions,-0.6899951068820066,-0.7045791883231208,-0.6745552210405338,0.8578672673011982,0.8441177957737737,0.872142923954865,0.00897273866735939,0.005344269401341935,0.013275344273512096,0.9166666666666666,0.7916666666666666,1.0,10922.666666666666,0.0,27306.666666666668,130560.0,130560.0,130560.0,64.0,64.0,64.0,23.0,23.0,23.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146944.0,146944.0,146944.0,65.0,65.0,65.0,24.0,24.0,24.0,0.02666359086107503,0.02185062329025761,0.03145808238749466
study-cc25ae93d418f22101d4,2,131072,gw_shape,24,72,graph mean over shot repetitions,-0.6899951068820066,-0.7045791883231208,-0.6745552210405338,0.8578672673011982,0.8441177957737737,0.872142923954865,0.00897273866735939,0.005344269401341935,0.013275344273512096,0.9166666666666666,0.7916666666666666,1.0,10922.666666666666,0.0,27306.666666666668,130560.0,130560.0,130560.0,64.0,64.0,64.0,23.0,23.0,23.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146944.0,146944.0,146944.0,65.0,65.0,65.0,24.0,24.0,24.0,0.02672021534714178,0.021893606099259465,0.03153230043851005
study-cc25ae93d418f22101d4,2,131072,local_iso,24,72,graph mean over shot repetitions,-0.6843094616673762,-0.7023275886214664,-0.6654036433061874,0.8500424047095168,0.8366769178102229,0.8642736463225528,0.01465838388198972,0.009637086526195538,0.02055258192005187,0.8333333333333334,0.6666666666666666,0.9583333333333334,21845.333333333332,5461.333333333333,43690.666666666664,130560.0,130560.0,130560.0,64.0,64.0,64.0,23.0,23.0,23.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146944.0,146944.0,146944.0,65.0,65.0,65.0,24.0,24.0,24.0,0.02675980909720642,0.021918827080227115,0.03158887568540586
study-cc25ae93d418f22101d4,2,131072,no_repair,24,72,graph mean over shot repetitions,-0.6952111631082635,-0.7105490347236253,-0.6796022781571477,0.864161468638529,0.8517568594696004,0.8767530018071258,0.0037566824411024206,0.00237780974443892,0.005495363811264249,1.0,1.0,1.0,0.0,0.0,0.0,130410.66666666667,130346.66666666667,130474.66666666667,64.97222222222221,64.55555555555556,65.3888888888889,23.194444444444443,23.11111111111111,23.277777777777782,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146794.66666666666,146730.66666666666,146858.66666666666,65.97222222222221,65.55555555555556,66.3888888888889,24.194444444444443,24.11111111111111,24.277777777777782,0.026918027152848686,0.021989309731351783,0.03180600544970673
study-cc25ae93d418f22101d4,2,131072,random_iso,24,72,graph mean over shot repetitions,-0.5557381712553695,-0.5803349644022174,-0.5322989264798637,0.6901392710262885,0.6651939830588581,0.7135747499988906,0.14322967429399644,0.1260751946944068,0.16136268503516057,0.0,0.0,0.0,131072.0,131072.0,131072.0,130400.0,130325.33333333333,130474.66666666667,65.04166666666667,64.55555555555556,65.52777777777779,23.208333333333332,23.11111111111111,23.305555555555557,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146784.0,146709.33333333334,146858.66666666666,66.04166666666667,65.55555555555556,66.52777777777779,24.208333333333332,24.11111111111111,24.305555555555557,0.02698013775000163,0.022139446861432866,0.03175812904140306
study-cc25ae93d418f22101d4,2,131072,shuffled_gw,24,72,graph mean over shot repetitions,-0.6838510178283314,-0.7007488744023609,-0.6663482458965055,0.8500065221951777,0.8336743500527659,0.8654418439376723,0.015116827721034684,0.008136773196979532,0.023687840172093473,0.75,0.5833333333333334,0.9166666666666666,32768.0,10922.666666666666,54613.333333333336,130528.0,130464.0,130560.0,64.20833333333333,64.0,64.625,23.041666666666668,23.0,23.125,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146912.0,146848.0,146944.0,65.20833333333333,65.0,65.625,24.041666666666668,24.0,24.125,0.026731806111178633,0.021934395156284522,0.031503825518061974
study-cc25ae93d418f22101d4,2,131072,spsa,24,72,graph mean over shot repetitions,-0.697848099702287,-0.7124530575627576,-0.6830523945237545,0.8676116484167791,0.8548806556492959,0.8806518680873566,0.0011197458470789802,0.0007040546302782854,0.0016741607611245359,1.0,1.0,1.0,0.0,0.0,0.0,129024.0,129024.0,129024.0,126.0,126.0,126.0,84.0,84.0,84.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,145408.0,145408.0,145408.0,127.0,127.0,127.0,85.0,85.0,85.0,0.05098208393057272,0.0414047513364273,0.06050073803995702
study-cc25ae93d418f22101d4,2,131072,uniform_iso,24,72,graph mean over shot repetitions,-0.6846767448497239,-0.7031026935069071,-0.6652989738626052,0.8503389158982347,0.8375187838137153,0.8633258088833075,0.014291100699642059,0.009314843284103664,0.02026072302962129,0.8333333333333334,0.6666666666666666,0.9583333333333334,21845.333333333332,5461.333333333333,43690.666666666664,130560.0,130560.0,130560.0,64.0,64.0,64.0,23.0,23.0,23.0,16384.0,16384.0,16384.0,1.0,1.0,1.0,1.0,1.0,1.0,146944.0,146944.0,146944.0,65.0,65.0,65.0,24.0,24.0,24.0,0.026948465861172128,0.022091299650038664,0.031784564007348755
